,FIRE_YEAR,STAT_CAUSE_DESCR,LATITUDE,LONGITUDE,STATE,FIPS_CODE,FIPS_NAME,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE
1067487,2010,Equipment Use,36.76694444,-121.30305555,CA,,,2455335.5,,,,70.0
1067488,2010,Miscellaneous,36.77694444,-121.31111111,CA,,,2455355.5,,,,0.5
1067489,2010,Miscellaneous,36.85611111,-121.38111111,CA,,,2455359.5,,,,0.1
1067490,2010,Miscellaneous,36.81805555,-121.39111111,CA,,,2455361.5,,,,0.1
1067491,2010,Miscellaneous,36.88305555,-121.56194444,CA,,,2455388.5,,,,1.0
1067492,2010,Debris Burning,36.93611111,-121.38805555,CA,,,2455406.5,,,,0.3
1067493,2010,Equipment Use,36.75805555,-121.50305555,CA,,,2455450.5,,,,0.5
1067504,2010,Miscellaneous,36.81805555,-121.39111111,CA,,,2455271.5,,,,0.1
1067505,2010,Miscellaneous,36.88305555,-121.56194444,CA,,,2455317.5,,,,1.0
1067506,2010,Miscellaneous,35.95305555,-120.86694444,CA,,,2455370.5,,,,16.0
1067507,2010,Miscellaneous,36.80694444,-121.71194444,CA,,,2455380.5,,,,1.5
1067508,2010,Equipment Use,36.26194444,-121.17888888,CA,,,2455380.5,,,,0.5
1067509,2010,Miscellaneous,36.89611111,-121.42694444,CA,,,2455422.5,,,,0.1
1067510,2010,Equipment Use,36.82694444,-121.38194444,CA,,,2455439.5,,,,0.3
1067511,2010,Children,36.60888888,-121.93111111,CA,,,2455496.5,,,,1.0
1071086,2010,Debris Burning,36.61194444,-119.53388888,CA,,,2455225.5,,,,1.0
1071087,2010,Equipment Use,36.76111111,-120.38194444,CA,,,2455238.5,,,,1.0
1071088,2010,Miscellaneous,36.48888888,-119.82694444,CA,,,2455259.5,,,,0.1
1071089,2010,Miscellaneous,36.555,-119.795,CA,,,2455275.5,,,,0.1
1071090,2010,Miscellaneous,36.35611111,-120.20888888,CA,,,2455282.5,,,,1.0
1071091,2010,Miscellaneous,36.85111111,-120.56305555,CA,,,2455282.5,,,,1.0
1071092,2010,Debris Burning,36.97194444,-120.60888888,CA,,,2455288.5,,,,0.1
1071093,2010,Miscellaneous,36.70805555,-119.66388888,CA,,,2455302.5,,,,0.1
1071094,2010,Equipment Use,36.82305555,-119.62611111,CA,,,2455332.5,,,,0.3
1071095,2010,Equipment Use,36.13805555,-120.15611111,CA,,,2455332.5,,,,1.0
1071096,2010,Miscellaneous,36.85111111,-120.56305555,CA,,,2455334.5,,,,200.0
1071097,2010,Miscellaneous,36.79,-120.37388888,CA,,,2455335.5,,,,0.3
1071098,2010,Miscellaneous,36.85194444,-119.62611111,CA,,,2455335.5,,,,1.0
1071099,2010,Equipment Use,36.67805555,-119.78611111,CA,,,2455335.5,,,,2.0
1071100,2010,Debris Burning,36.20388888,-120.09888888,CA,,,2455336.5,,,,1.0
1071101,2010,Debris Burning,36.56194444,-119.71694444,CA,,,2455336.5,,,,1.0
1071102,2010,Equipment Use,36.19388888,-120.37305555,CA,,,2455336.5,,,,6.0
1071103,2010,Miscellaneous,36.66305555,-119.755,CA,,,2455337.5,,,,1.0
1071104,2010,Miscellaneous,36.71805555,-119.755,CA,,,2455338.5,,,,1.0
1071105,2010,Equipment Use,36.81305555,-119.625,CA,,,2455373.5,,,,1.0
1071106,2010,Debris Burning,36.705,-119.37611111,CA,,,2455348.5,,,,1.0
1071107,2010,Miscellaneous,36.57611111,-119.64694444,CA,,,2455348.5,,,,4.0
1071108,2010,Miscellaneous,36.56805555,-119.95305555,CA,,,2455349.5,,,,50.0
1071109,2010,Miscellaneous,36.72388888,-119.58305555,CA,,,2455350.5,,,,0.1
1071110,2010,Miscellaneous,36.75694444,-120.38888888,CA,,,2455351.5,,,,0.1
1071111,2010,Miscellaneous,36.67194444,-120.53694444,CA,,,2455351.5,,,,0.1
1071112,2010,Equipment Use,36.82388888,-119.57388888,CA,,,2455351.5,,,,2.0
1071113,2010,Equipment Use,36.85111111,-120.56305555,CA,,,2455351.5,,,,250.0
1071114,2010,Miscellaneous,36.725,-119.57,CA,,,2455352.5,,,,4.0
1071115,2010,Equipment Use,36.75,-119.59194444,CA,,,2455352.5,,,,1.0
1071116,2010,Debris Burning,36.57611111,-119.64694444,CA,,,2455353.5,,,,2.0
1071161,2010,Miscellaneous,36.71305555,-119.76,CA,,,2455304.5,,,,0.1
1071162,2010,Miscellaneous,36.67805555,-119.78611111,CA,,,2455304.5,,,,0.1
1071163,2010,Children,36.72,-119.72694444,CA,,,2455315.5,,,,1.0
1071164,2010,Miscellaneous,36.67805555,-119.78611111,CA,,,2455317.5,,,,0.1
1071165,2010,Children,36.68805555,-119.55611111,CA,,,2455318.5,,,,0.3
1071166,2010,Miscellaneous,36.95305555,-120.62805555,CA,,,2455319.5,,,,0.1
1071167,2010,Miscellaneous,36.54694444,-119.59611111,CA,,,2455321.5,,,,1.0
1071168,2010,Equipment Use,36.67,-119.73694444,CA,,,2455323.5,,,,0.1
1071169,2010,Miscellaneous,36.72194444,-119.72694444,CA,,,2455324.5,,,,1.0
1071170,2010,Equipment Use,36.42305555,-119.87805555,CA,,,2455326.5,,,,1.0
1071171,2010,Debris Burning,36.53111111,-120.48611111,CA,,,2455327.5,,,,4.0
1071172,2010,Miscellaneous,36.75611111,-120.38611111,CA,,,2455328.5,,,,0.1
1071173,2010,Arson,36.72,-119.72694444,CA,,,2455340.5,,,,1.0
1071174,2010,Debris Burning,36.63388888,-119.51111111,CA,,,2455341.5,,,,0.1
1071175,2010,Miscellaneous,36.63388888,-119.69388888,CA,,,2455341.5,,,,1.0
1071176,2010,Arson,36.71888888,-119.73305555,CA,,,2455343.5,,,,1.0
1071177,2010,Equipment Use,36.41805555,-119.79805555,CA,,,2455343.5,,,,6.0
1071178,2010,Miscellaneous,36.41611111,-119.79805555,CA,,,2455344.5,,,,1.0
1071179,2010,Miscellaneous,36.83694444,-119.55611111,CA,,,2455346.5,,,,21.0
1071180,2010,Miscellaneous,36.35611111,-120.30305555,CA,,,2455346.5,,,,5.0
1071181,2010,Miscellaneous,36.20388888,-120.09888888,CA,,,2455347.5,,,,1.0
1071182,2010,Debris Burning,36.60305555,-120.28,CA,,,2455347.5,,,,0.3
1071183,2010,Arson,36.71888888,-119.72694444,CA,,,2455347.5,,,,1.0
1071184,2010,Children,36.765,-119.58694444,CA,,,2455347.5,,,,1.0
1071185,2010,Miscellaneous,36.57611111,-119.635,CA,,,2455348.5,,,,0.1
1071186,2010,Miscellaneous,36.61888888,-119.44888888,CA,,,2455353.5,,,,1.0
1071187,2010,Equipment Use,36.72,-119.38111111,CA,,,2455353.5,,,,1.0
1071188,2010,Miscellaneous,36.85,-120.77194444,CA,,,2455354.5,,,,0.3
1071189,2010,Equipment Use,36.73388888,-120.22305555,CA,,,2455354.5,,,,350.0
1071190,2010,Miscellaneous,36.64305555,-120.61388888,CA,,,2455355.5,,,,1.0
1071191,2010,Arson,36.72,-119.72694444,CA,,,2455355.5,,,,80.0
1071192,2010,Miscellaneous,36.85111111,-120.46805555,CA,,,2455356.5,,,,1.0
1071193,2010,Arson,36.69888888,-119.87194444,CA,,,2455356.5,,,,1.0
1071194,2010,Equipment Use,36.60388888,-120.06111111,CA,,,2455356.5,,,,3.0
1071195,2010,Miscellaneous,36.62611111,-119.40388888,CA,,,2455356.5,,,,1.0
1071196,2010,Miscellaneous,36.50111111,-120.38888888,CA,,,2455357.5,,,,1.0
1071197,2010,Equipment Use,36.605,-120.58388888,CA,,,2455357.5,,,,0.3
1071198,2010,Debris Burning,36.255,-120.10388888,CA,,,2455364.5,,,,6.0
1071199,2010,Arson,36.20611111,-120.09305555,CA,,,2455364.5,,,,1.0
1071200,2010,Equipment Use,36.18194444,-120.05,CA,,,2455365.5,,,,5.0
1071201,2010,Miscellaneous,36.92111111,-119.73388888,CA,,,2455365.5,,,,1.0
1071202,2010,Miscellaneous,36.43194444,-119.92305555,CA,,,2455366.5,,,,1.0
1071203,2010,Miscellaneous,36.61194444,-119.52111111,CA,,,2455366.5,,,,1.0
1071204,2010,Miscellaneous,36.715,-119.34888888,CA,,,2455367.5,,,,1.0
1071205,2010,Arson,36.67805555,-119.735,CA,,,2455367.5,,,,1.0
1071206,2010,Children,36.59194444,-119.89888888,CA,,,2455367.5,,,,1.0
1071207,2010,Equipment Use,36.43694444,-120.39388888,CA,,,2455367.5,,,,1.0
1071208,2010,Miscellaneous,37.03805555,-119.64888888,CA,,,2455369.5,,,,275.0
1071209,2010,Miscellaneous,36.65611111,-119.73694444,CA,,,2455369.5,,,,5.0
1071210,2010,Debris Burning,36.77111111,-119.57388888,CA,,,2455358.5,,,,2.1
1071211,2010,Miscellaneous,36.63305555,-120.38805555,CA,,,2455359.5,,,,5.0
1071212,2010,Miscellaneous,36.60694444,-119.53805555,CA,,,2455359.5,,,,1.0
1071213,2010,Miscellaneous,36.98194444,-120.52694444,CA,,,2455360.5,,,,1.0
1071214,2010,Miscellaneous,36.53,-119.79111111,CA,,,2455361.5,,,,0.5
1071215,2010,Miscellaneous,36.61888888,-119.53,CA,,,2455362.5,,,,1.0
1071216,2010,Miscellaneous,36.43694444,-120.39388888,CA,,,2455362.5,,,,3.0
1071217,2010,Miscellaneous,36.765,-120.38694444,CA,,,2455362.5,,,,1.0
1071218,2010,Debris Burning,36.98194444,-120.58111111,CA,,,2455362.5,,,,1.0
1071219,2010,Equipment Use,36.93611111,-120.59888888,CA,,,2455362.5,,,,1.0
1071220,2010,Arson,36.57611111,-119.64694444,CA,,,2455363.5,,,,1.0
1071221,2010,Equipment Use,36.71694444,-119.76388888,CA,,,2455363.5,,,,1.0
1071222,2010,Equipment Use,36.43,-119.94111111,CA,,,2455369.5,,,,0.1
1071223,2010,Equipment Use,36.675,-119.53805555,CA,,,2455370.5,,,,0.3
1071224,2010,Miscellaneous,36.67,-119.48888888,CA,,,2455371.5,,,,1.0
1071225,2010,Miscellaneous,36.255,-120.10388888,CA,,,2455372.5,,,,1.0
1071226,2010,Miscellaneous,36.18111111,-120.085,CA,,,2455372.5,,,,1.0
1071227,2010,Smoking,36.935,-120.56388888,CA,,,2455372.5,,,,2.0
1071228,2010,Smoking,36.43111111,-119.66388888,CA,,,2455374.5,,,,0.3
1071229,2010,Equipment Use,36.295,-120.26805555,CA,,,2455374.5,,,,1.0
1071230,2010,Equipment Use,36.77805555,-120.72111111,CA,,,2455374.5,,,,1.0
1071231,2010,Miscellaneous,36.77888888,-119.58305555,CA,,,2455375.5,,,,1.0
1071232,2010,Debris Burning,36.61194444,-119.55694444,CA,,,2455375.5,,,,0.2
1071233,2010,Miscellaneous,36.65,-119.79194444,CA,,,2455376.5,,,,1.0
1071234,2010,Equipment Use,36.43111111,-119.80111111,CA,,,2455377.5,,,,0.1
1071235,2010,Miscellaneous,36.50111111,-120.38888888,CA,,,2455382.5,,,,1.0
1071236,2010,Miscellaneous,36.725,-119.57,CA,,,2455383.5,,,,1.0
1071237,2010,Miscellaneous,36.69194444,-119.565,CA,,,2455383.5,,,,1.0
1071238,2010,Miscellaneous,36.59,-119.46888888,CA,,,2455383.5,,,,0.1
1071239,2010,Debris Burning,36.66305555,-119.8,CA,,,2455383.5,,,,1.0
1071240,2010,Miscellaneous,36.725,-119.51111111,CA,,,2455384.5,,,,1.0
1071241,2010,Smoking,36.42111111,-119.79805555,CA,,,2455384.5,,,,1.0
1071242,2010,Miscellaneous,36.21,-120.08611111,CA,,,2455385.5,,,,3.0
1071243,2010,Miscellaneous,36.92305555,-119.73305555,CA,,,2455385.5,,,,1.0
1071244,2010,Equipment Use,36.83694444,-119.55611111,CA,,,2455385.5,,,,3.0
1071245,2010,Miscellaneous,36.95388888,-120.62805555,CA,,,2455386.5,,,,1.0
1071246,2010,Miscellaneous,36.66888888,-119.44194444,CA,,,2455394.5,,,,0.3
1071247,2010,Debris Burning,36.63305555,-119.40388888,CA,,,2455395.5,,,,1.0
1071248,2010,Miscellaneous,36.73111111,-119.47111111,CA,,,2455396.5,,,,1.0
1071249,2010,Miscellaneous,36.67805555,-119.735,CA,,,2455396.5,,,,1.0
1071250,2010,Miscellaneous,36.73111111,-119.47111111,CA,,,2455396.5,,,,1.0
1071251,2010,Miscellaneous,36.255,-120.10388888,CA,,,2455398.5,,,,1.0
1071252,2010,Debris Burning,36.765,-120.38694444,CA,,,2455400.5,,,,1.0
1071253,2010,Arson,36.72194444,-119.55611111,CA,,,2455400.5,,,,1.0
1071254,2010,Miscellaneous,36.54694444,-119.78611111,CA,,,2455401.5,,,,0.3
1071255,2010,Miscellaneous,36.68305555,-119.38388888,CA,,,2455401.5,,,,1.0
1071256,2010,Miscellaneous,36.59,-119.46694444,CA,,,2455402.5,,,,0.3
1071257,2010,Arson,36.71888888,-119.72694444,CA,,,2455402.5,,,,1.0
1071258,2010,Miscellaneous,36.18,-120.37305555,CA,,,2455414.5,,,,0.5
1071259,2010,Miscellaneous,36.10111111,-120.26305555,CA,,,2455417.5,,,,0.1
1071260,2010,Miscellaneous,36.67805555,-119.565,CA,,,2455417.5,,,,3.0
1071261,2010,Equipment Use,36.83194444,-119.60194444,CA,,,2455418.5,,,,1.0
1071262,2010,Miscellaneous,36.66194444,-119.43,CA,,,2455420.5,,,,1.0
1071263,2010,Debris Burning,36.675,-119.40305555,CA,,,2455420.5,,,,1.0
1071264,2010,Miscellaneous,36.63388888,-119.78611111,CA,,,2455420.5,,,,1.0
1071265,2010,Miscellaneous,36.73694444,-119.66111111,CA,,,2455422.5,,,,0.1
1071266,2010,Miscellaneous,36.74888888,-120.38694444,CA,,,2455423.5,,,,1.0
1071267,2010,Miscellaneous,36.765,-120.38388888,CA,,,2455423.5,,,,1.0
1071268,2010,Debris Burning,36.77888888,-119.58305555,CA,,,2455425.5,,,,1.0
1071269,2010,Miscellaneous,36.60305555,-120.38888888,CA,,,2455430.5,,,,1.0
1071270,2010,Smoking,36.77805555,-120.56694444,CA,,,2455431.5,,,,1.0
1071271,2010,Miscellaneous,36.605,-119.76388888,CA,,,2455435.5,,,,1.0
1071272,2010,Miscellaneous,36.73388888,-120.24194444,CA,,,2455435.5,,,,1.0
1071273,2010,Miscellaneous,36.53194444,-119.55694444,CA,,,2455435.5,,,,1.0
1071274,2010,Miscellaneous,36.62,-119.78611111,CA,,,2455435.5,,,,0.3
1071275,2010,Miscellaneous,36.64111111,-119.785,CA,,,2455435.5,,,,1.0
1071276,2010,Miscellaneous,36.63388888,-119.78611111,CA,,,2455435.5,,,,0.3
1071277,2010,Miscellaneous,36.78388888,-120.405,CA,,,2455436.5,,,,1.0
1071278,2010,Miscellaneous,36.545,-120.38888888,CA,,,2455436.5,,,,0.4
1071279,2010,Children,36.85611111,-119.675,CA,,,2455436.5,,,,0.3
1071280,2010,Miscellaneous,36.54694444,-119.88111111,CA,,,2455447.5,,,,0.1
1071281,2010,Debris Burning,36.60305555,-120.19888888,CA,,,2455449.5,,,,1.0
1071282,2010,Miscellaneous,36.825,-119.56888888,CA,,,2455452.5,,,,1.0
1071283,2010,Children,36.60888888,-119.58388888,CA,,,2455453.5,,,,1.0
1071284,2010,Miscellaneous,36.59,-119.85388888,CA,,,2455454.5,,,,1.0
1071285,2010,Miscellaneous,36.34194444,-120.30194444,CA,,,2455456.5,,,,6.0
1071286,2010,Debris Burning,36.69194444,-119.81305555,CA,,,2455479.5,,,,1.0
1071287,2010,Debris Burning,36.58111111,-119.395,CA,,,2455480.5,,,,5.0
1071288,2010,Equipment Use,36.81111111,-119.63388888,CA,,,2455480.5,,,,1.0
1071289,2010,Miscellaneous,36.605,-119.845,CA,,,2455484.5,,,,1.0
1071290,2010,Miscellaneous,36.70694444,-119.68194444,CA,,,2455485.5,,,,0.2
1071291,2010,Miscellaneous,36.62694444,-119.64611111,CA,,,2455493.5,,,,1.0
1071292,2010,Debris Burning,36.66305555,-119.62805555,CA,,,2455498.5,,,,1.0
1071293,2010,Debris Burning,36.95305555,-120.6,CA,,,2455498.5,,,,1.0
1071294,2010,Miscellaneous,36.96694444,-120.62694444,CA,,,2455502.5,,,,0.1
1071295,2010,Miscellaneous,36.765,-120.38694444,CA,,,2455380.5,,,,0.3
1071296,2010,Equipment Use,36.88611111,-119.68388888,CA,,,2455380.5,,,,1.0
1071297,2010,Equipment Use,36.72805555,-119.45111111,CA,,,2455380.5,,,,1.0
1071298,2010,Children,36.69194444,-119.52805555,CA,,,2455380.5,,,,1.0
1071299,2010,Children,36.97388888,-119.725,CA,,,2455380.5,,,,1.0
1071300,2010,Miscellaneous,36.42388888,-119.71111111,CA,,,2455381.5,,,,2.0
1071301,2010,Arson,36.66305555,-119.57388888,CA,,,2455381.5,,,,1.0
1071302,2010,Miscellaneous,36.61305555,-119.53,CA,,,2455381.5,,,,0.1
1071303,2010,Miscellaneous,36.50305555,-120.39,CA,,,2455381.5,,,,1.0
1071304,2010,Miscellaneous,36.69305555,-119.72694444,CA,,,2455381.5,,,,0.1
1071305,2010,Miscellaneous,36.71305555,-119.85111111,CA,,,2455382.5,,,,0.1
1071306,2010,Miscellaneous,36.76194444,-120.39111111,CA,,,2455386.5,,,,5.0
1071307,2010,Railroad,36.64888888,-119.70305555,CA,,,2455386.5,,,,1.0
1071308,2010,Railroad,36.64888888,-119.70305555,CA,,,2455386.5,,,,1.0
1071309,2010,Miscellaneous,36.67805555,-119.565,CA,,,2455387.5,,,,1.0
1071310,2010,Miscellaneous,36.79,-120.36305555,CA,,,2455387.5,,,,23.0
1071311,2010,Miscellaneous,36.43805555,-119.69888888,CA,,,2455388.5,,,,5.0
1071312,2010,Miscellaneous,36.20805555,-120.37305555,CA,,,2455388.5,,,,57.0
1071313,2010,Arson,36.68388888,-119.565,CA,,,2455389.5,,,,0.5
1071314,2010,Miscellaneous,36.77,-120.38305555,CA,,,2455391.5,,,,1.0
1071315,2010,Arson,36.59,-119.46694444,CA,,,2455392.5,,,,1.0
1071316,2010,Equipment Use,36.13805555,-120.16388888,CA,,,2455392.5,,,,160.0
1071317,2010,Miscellaneous,36.72111111,-119.72694444,CA,,,2455394.5,,,,1.0
1071318,2010,Miscellaneous,36.74805555,-120.37111111,CA,,,2455403.5,,,,1.0
1071319,2010,Miscellaneous,36.67611111,-119.73694444,CA,,,2455403.5,,,,1.0
1071320,2010,Arson,36.51805555,-119.78611111,CA,,,2455403.5,,,,1.0
1071321,2010,Debris Burning,36.67305555,-119.77805555,CA,,,2455404.5,,,,1.0
1071322,2010,Miscellaneous,36.53,-119.65611111,CA,,,2455405.5,,,,0.1
1071323,2010,Miscellaneous,36.71694444,-119.76388888,CA,,,2455405.5,,,,1.0
1071324,2010,Equipment Use,36.64111111,-119.78194444,CA,,,2455408.5,,,,1.0
1071325,2010,Miscellaneous,36.25388888,-120.24694444,CA,,,2455408.5,,,,1.0
1071326,2010,Miscellaneous,36.78611111,-119.525,CA,,,2455410.5,,,,1.0
1071327,2010,Miscellaneous,36.67611111,-120.38805555,CA,,,2455437.5,,,,100.0
1071328,2010,Miscellaneous,36.78805555,-119.58305555,CA,,,2455439.5,,,,1.0
1071329,2010,Miscellaneous,36.76694444,-120.38388888,CA,,,2455439.5,,,,1.0
1071330,2010,Smoking,36.89694444,-119.79111111,CA,,,2455439.5,,,,0.1
1071331,2010,Debris Burning,36.78888888,-119.58305555,CA,,,2455439.5,,,,1.0
1071332,2010,Arson,36.70694444,-119.75694444,CA,,,2455439.5,,,,1.0
1071333,2010,Miscellaneous,36.625,-119.35194444,CA,,,2455439.5,,,,1.0
1071334,2010,Miscellaneous,36.55694444,-119.61111111,CA,,,2455442.5,,,,1.0
1071335,2010,Miscellaneous,36.67611111,-119.73694444,CA,,,2455442.5,,,,1.0
1071336,2010,Railroad,36.675,-119.73694444,CA,,,2455442.5,,,,1.0
1071337,2010,Equipment Use,36.78611111,-119.53805555,CA,,,2455443.5,,,,1.0
1071338,2010,Miscellaneous,36.69888888,-119.85305555,CA,,,2455443.5,,,,0.1
1071339,2010,Miscellaneous,36.58194444,-119.41305555,CA,,,2455444.5,,,,0.1
1071340,2010,Miscellaneous,36.73611111,-119.535,CA,,,2455444.5,,,,9.0
1071341,2010,Debris Burning,36.55111111,-119.55694444,CA,,,2455461.5,,,,4.0
1071342,2010,Debris Burning,36.72,-120.38694444,CA,,,2455461.5,,,,1.0
1071343,2010,Miscellaneous,36.59305555,-119.76388888,CA,,,2455463.5,,,,1.0
1071344,2010,Debris Burning,36.64888888,-119.755,CA,,,2455464.5,,,,1.0
1071345,2010,Debris Burning,36.59111111,-119.80388888,CA,,,2455464.5,,,,6.0
1071346,2010,Miscellaneous,36.73,-119.50194444,CA,,,2455464.5,,,,1.0
1071347,2010,Debris Burning,36.67805555,-119.84388888,CA,,,2455465.5,,,,1.0
1071348,2010,Debris Burning,36.68388888,-119.85111111,CA,,,2455467.5,,,,1.0
1071349,2010,Debris Burning,36.595,-119.85388888,CA,,,2455469.5,,,,1.0
1071350,2010,Miscellaneous,36.74805555,-119.655,CA,,,2455469.5,,,,0.1
1071351,2010,Debris Burning,36.63305555,-119.72694444,CA,,,2455471.5,,,,1.0
1071352,2010,Miscellaneous,36.69888888,-119.88111111,CA,,,2455472.5,,,,1.0
1071353,2010,Debris Burning,36.56888888,-119.59,CA,,,2455472.5,,,,1.0
1071354,2010,Debris Burning,36.91305555,-120.55,CA,,,2455473.5,,,,1.0
1071355,2010,Miscellaneous,36.57611111,-119.58805555,CA,,,2455503.5,,,,1.0
1071356,2010,Equipment Use,36.79388888,-119.58388888,CA,,,2455516.5,,,,1.0
1071357,2010,Miscellaneous,36.64,-120.62111111,CA,,,2455517.5,,,,1.0
1071358,2010,Debris Burning,36.60388888,-119.40194444,CA,,,2455517.5,,,,0.2
1071359,2010,Debris Burning,36.64,-120.62111111,CA,,,2455528.5,,,,0.3
1078496,2010,Debris Burning,37.285,-120.49805555,CA,,,2455198.5,,,,0.1
1078497,2010,Miscellaneous,37.49194444,-120.74694444,CA,,,2455205.5,,,,1.0
1078498,2010,Miscellaneous,37.335,-120.875,CA,,,2455209.5,,,,1.0
1078499,2010,Debris Burning,37.06888888,-120.31,CA,,,2455302.5,,,,0.2
1078500,2010,Miscellaneous,37.38305555,-120.70888888,CA,,,2455317.5,,,,0.1
1078501,2010,Miscellaneous,37.29694444,-121.02194444,CA,,,2455318.5,,,,1.0
1078502,2010,Miscellaneous,36.92111111,-120.01805555,CA,,,2455322.5,,,,0.5
1078503,2010,Smoking,37.295,-120.85111111,CA,,,2455322.5,,,,1.0
1078504,2010,Miscellaneous,36.98111111,-120.645,CA,,,2455323.5,,,,0.5
1078505,2010,Miscellaneous,36.88,-120.445,CA,,,2455324.5,,,,1.5
1078506,2010,Miscellaneous,37.39611111,-120.79611111,CA,,,2455324.5,,,,0.1
1078507,2010,Debris Burning,37.01111111,-120.11111111,CA,,,2455324.5,,,,1.0
1078508,2010,Equipment Use,36.97111111,-119.89388888,CA,,,2455324.5,,,,0.1
1078509,2010,Miscellaneous,36.98611111,-120.645,CA,,,2455325.5,,,,0.5
1078510,2010,Miscellaneous,36.985,-120.645,CA,,,2455325.5,,,,0.5
1078511,2010,Miscellaneous,36.88,-119.97694444,CA,,,2455326.5,,,,1.0
1078512,2010,Miscellaneous,37.05194444,-120.57194444,CA,,,2455336.5,,,,0.2
1078513,2010,Arson,37.35194444,-120.62194444,CA,,,2455336.5,,,,0.1
1078514,2010,Miscellaneous,36.99305555,-120.70805555,CA,,,2455338.5,,,,1.0
1078515,2010,Debris Burning,37.32388888,-120.73111111,CA,,,2455338.5,,,,1.0
1078516,2010,Equipment Use,37.055,-120.75111111,CA,,,2455338.5,,,,0.1
1078517,2010,Railroad,37.38888888,-120.61888888,CA,,,2455338.5,,,,0.3
1078518,2010,Miscellaneous,37.295,-120.325,CA,,,2455339.5,,,,0.5
1078519,2010,Miscellaneous,37.075,-120.87611111,CA,,,2455339.5,,,,0.1
1078520,2010,Equipment Use,37.35194444,-120.43805555,CA,,,2455339.5,,,,5.0
1078521,2010,Miscellaneous,37.36305555,-120.57694444,CA,,,2455348.5,,,,0.3
1078522,2010,Miscellaneous,37.05694444,-120.96888888,CA,,,2455348.5,,,,0.3
1078523,2010,Smoking,37.42888888,-120.81305555,CA,,,2455348.5,,,,1.0
1078524,2010,Miscellaneous,37.38888888,-120.61888888,CA,,,2455349.5,,,,0.1
1078525,2010,Miscellaneous,37.01805555,-120.175,CA,,,2455349.5,,,,2.0
1078526,2010,Miscellaneous,37.06888888,-120.52805555,CA,,,2455349.5,,,,0.1
1078527,2010,Equipment Use,37.1,-120.98888888,CA,,,2455349.5,,,,0.5
1078528,2010,Miscellaneous,37.1,-120.84805555,CA,,,2455350.5,,,,0.3
1078529,2010,Miscellaneous,37.38888888,-120.61888888,CA,,,2455350.5,,,,0.3
1078530,2010,Miscellaneous,37.36305555,-120.57694444,CA,,,2455351.5,,,,0.1
1078531,2010,Equipment Use,37.32305555,-120.60305555,CA,,,2455354.5,,,,0.1
1078532,2010,Miscellaneous,37.285,-120.48388888,CA,,,2455356.5,,,,0.1
1078533,2010,Miscellaneous,37.40388888,-120.74805555,CA,,,2455356.5,,,,0.2
1078534,2010,Debris Burning,37.185,-120.43694444,CA,,,2455356.5,,,,1.0
1078535,2010,Arson,36.98,-120.07388888,CA,,,2455356.5,,,,0.3
1078536,2010,Miscellaneous,36.97111111,-120.05611111,CA,,,2455357.5,,,,0.2
1078537,2010,Miscellaneous,36.98694444,-120.63888888,CA,,,2455357.5,,,,1.0
1078538,2010,Debris Burning,37.165,-121.045,CA,,,2455357.5,,,,4.0
1078539,2010,Miscellaneous,37.50305555,-120.41,CA,,,2455358.5,,,,1600.0
1078549,2010,Miscellaneous,37.42694444,-120.895,CA,,,2455263.5,,,,0.1
1078550,2010,Miscellaneous,36.96694444,-120.645,CA,,,2455266.5,,,,1.0
1078551,2010,Miscellaneous,37.11305555,-120.49194444,CA,,,2455269.5,,,,1.0
1078552,2010,Miscellaneous,37.08388888,-120.31111111,CA,,,2455270.5,,,,0.1
1078553,2010,Equipment Use,37.49305555,-120.50111111,CA,,,2455277.5,,,,0.5
1078554,2010,Miscellaneous,37.39694444,-120.63194444,CA,,,2455280.5,,,,1.0
1078555,2010,Miscellaneous,37.22888888,-120.38388888,CA,,,2455280.5,,,,0.5
1078556,2010,Children,37.31305555,-120.58305555,CA,,,2455284.5,,,,0.2
1078557,2010,Miscellaneous,37.17111111,-120.31305555,CA,,,2455291.5,,,,0.1
1078558,2010,Debris Burning,37.185,-120.38305555,CA,,,2455295.5,,,,0.3
1078559,2010,Children,37.31805555,-120.43694444,CA,,,2455295.5,,,,0.3
1078560,2010,Miscellaneous,36.98694444,-120.07388888,CA,,,2455329.5,,,,0.5
1078561,2010,Miscellaneous,36.98888888,-120.02888888,CA,,,2455329.5,,,,0.1
1078562,2010,Miscellaneous,36.975,-120.06,CA,,,2455329.5,,,,0.5
1078563,2010,Miscellaneous,36.96888888,-120.06805555,CA,,,2455329.5,,,,1.0
1078564,2010,Arson,36.97694444,-120.07,CA,,,2455329.5,,,,0.3
1078565,2010,Equipment Use,37.37611111,-120.46805555,CA,,,2455329.5,,,,1.0
1078566,2010,Children,36.98611111,-120.645,CA,,,2455329.5,,,,0.1
1078567,2010,Miscellaneous,37.05111111,-120.63611111,CA,,,2455331.5,,,,0.1
1078568,2010,Miscellaneous,36.96805555,-120.06805555,CA,,,2455332.5,,,,0.1
1078569,2010,Miscellaneous,36.97694444,-120.07194444,CA,,,2455332.5,,,,4.0
1078570,2010,Miscellaneous,37.05694444,-120.95388888,CA,,,2455332.5,,,,1.0
1078571,2010,Miscellaneous,37.38888888,-120.62194444,CA,,,2455334.5,,,,0.5
