,FIRE_YEAR,STAT_CAUSE_DESCR,LATITUDE,LONGITUDE,STATE,FIPS_CODE,FIPS_NAME,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE
1457036,2011,Miscellaneous,39.415,-120.02083333,CA,,,2455784.5,1239,2455784.5,1254,0.1
1457037,2011,Miscellaneous,39.62416667,-120.58277778,CA,,,2455786.5,1500,2455786.5,1605,0.1
1457038,2011,Miscellaneous,39.12944444,-120.80027778,CA,,,2455793.5,0730,2455793.5,,1.5
1457039,2011,Campfire,39.355,-120.66416667,CA,,,2455794.5,1057,2455794.5,1112,0.01
1457040,2011,Miscellaneous,39.29305556,-120.91972222,CA,,,2455797.5,1408,2455797.5,1617,0.27
1457041,2011,Campfire,39.45805556,-120.61055556,CA,,,2455800.5,1158,2455801.5,1215,0.01
1457042,2011,Miscellaneous,39.43916667,-121.0775,CA,,,2455802.5,1215,2455802.5,1222,0.1
1457043,2011,Campfire,39.41638889,-120.38333333,CA,,,2455804.5,1211,2455804.5,1533,0.1
1457044,2011,Miscellaneous,39.31527778,-120.6175,CA,,,2455806.5,1525,2455806.5,1800,0.01
1457045,2011,Campfire,39.18694444,-120.585,CA,,,2455808.5,1422,2455808.5,1501,0.1
1457046,2011,Smoking,39.52,-120.55555556,CA,,,2455809.5,2130,2455810.5,,0.1
1457047,2011,Miscellaneous,39.23833333,-120.63611111,CA,,,2455810.5,0600,2455810.5,1100,1.0
1457048,2011,Campfire,39.35722222,-120.64833333,CA,,,2455811.5,1430,2455811.5,1950,1.5
1457049,2011,Smoking,39.27861111,-120.65555556,CA,,,2455811.5,0947,2455811.5,1043,0.1
1457050,2011,Lightning,39.11416667,-120.47444444,CA,,,2455814.5,1452,2455814.5,1550,0.1
1457051,2011,Lightning,39.27111111,-120.57527778,CA,,,2455814.5,1439,2455814.5,1445,0.25
1457052,2011,Lightning,39.59833333,-120.62055556,CA,,,2455815.5,1835,2455815.5,1903,0.1
1457053,2011,Lightning,39.50472222,-120.18888889,CA,,,2455815.5,1816,2455815.5,1930,0.1
1457054,2011,Lightning,39.63027778,-120.24972222,CA,,,2455815.5,1900,2455817.5,1452,0.01
1457055,2011,Lightning,39.64861111,-120.26055556,CA,,,2455815.5,2158,2455817.5,1500,0.1
1457056,2011,Lightning,39.60083333,-120.33916667,CA,,,2455815.5,2154,2455817.5,1244,0.2
1457057,2011,Lightning,39.66638889,-120.255,CA,,,2455815.5,1830,2455817.5,1234,0.1
1457058,2011,Lightning,39.58972222,-120.44888889,CA,,,2455815.5,1830,2455818.5,1400,0.3
1457059,2011,Lightning,39.28777778,-120.355,CA,,,2455815.5,1002,2455815.5,1529,0.1
1457060,2011,Lightning,39.43722222,-120.07305556,CA,,,2455815.5,1730,2455815.5,1932,0.1
1457061,2011,Lightning,39.48305556,-120.16,CA,,,2455815.5,2022,2455816.5,1558,0.1
1457062,2011,Lightning,39.53777778,-120.73388889,CA,,,2455817.5,1215,2455817.5,1309,0.1
1457063,2011,Lightning,39.41666667,-120.70444444,CA,,,2455817.5,0952,2455817.5,1305,0.1
1457064,2011,Lightning,39.64861111,-120.58611111,CA,,,2455818.5,1039,2455818.5,1332,0.1
1457065,2011,Lightning,39.56555556,-120.63222222,CA,,,2455818.5,1429,2455818.5,1541,0.1
1457066,2011,Lightning,39.64722222,-120.51277778,CA,,,2455818.5,1130,2455824.5,1746,0.25
1457067,2011,Lightning,39.32805556,-120.51027778,CA,,,2455818.5,1600,2455819.5,1222,0.25
1457068,2011,Lightning,39.5275,-120.82,CA,,,2455818.5,0800,2455818.5,1050,0.25
1457069,2011,Lightning,39.48833333,-120.63805556,CA,,,2455818.5,0925,2455818.5,1606,0.1
1457070,2011,Lightning,39.16416667,-120.57888889,CA,,,2455818.5,1015,2455818.5,1119,0.1
1457071,2011,Lightning,39.13777778,-120.42833333,CA,,,2455818.5,0758,2455818.5,,0.1
1457072,2011,Lightning,39.32944444,-120.50333333,CA,,,2455818.5,1200,2455819.5,1000,0.01
1457073,2011,Lightning,39.18833333,-120.20555556,CA,,,2455818.5,1139,2455818.5,1530,0.1
1457074,2011,Lightning,39.26833333,-120.39222222,CA,,,2455818.5,0912,2455818.5,1620,0.1
1457075,2011,Lightning,39.18,-120.45138889,CA,,,2455819.5,1150,2455819.5,1155,0.1
1457076,2011,Campfire,39.3975,-120.36361111,CA,,,2455820.5,1139,2455821.5,1445,0.1
1457077,2011,Lightning,39.35944444,-120.46527778,CA,,,2455820.5,1630,2455820.5,1805,0.02
1457078,2011,Lightning,39.11527778,-120.24111111,CA,,,2455820.5,1531,2455872.5,,0.1
1457079,2011,Campfire,39.32527778,-120.82555556,CA,,,2455821.5,1830,2455821.5,1910,0.01
1457080,2011,Lightning,39.48333333,-120.71666667,CA,,,2455822.5,0930,2455822.5,1315,0.1
1457081,2011,Lightning,39.25833333,-120.36166667,CA,,,2455822.5,1311,2455822.5,1710,0.1
1457082,2011,Lightning,39.64361111,-120.51555556,CA,,,2455824.5,1521,2455824.5,1746,0.1
1457083,2011,Debris Burning,39.28805556,-120.94388889,CA,,,2455826.5,0650,2455826.5,,0.25
1457084,2011,Lightning,39.50388889,-120.97722222,CA,,,2455827.5,0200,2455830.5,1543,13.0
1457085,2011,Miscellaneous,39.30833333,-120.78638889,CA,,,2455829.5,1345,2455829.5,1715,0.5
1457086,2011,Miscellaneous,39.39055556,-120.08138889,CA,,,2455835.5,1231,2455836.5,1640,2.8
1457087,2011,Campfire,39.23444444,-120.90277778,CA,,,2455836.5,1130,2455836.5,1230,0.01
1457088,2011,Campfire,39.22638889,-120.20444444,CA,,,2455845.5,1644,2455845.5,1805,0.1
1457089,2011,Campfire,39.60694444,-120.47972222,CA,,,2455864.5,1200,2455864.5,1300,0.1
1457090,2011,Campfire,39.4875,-120.10666667,CA,,,2455867.5,0816,2455867.5,1554,1.5
1457091,2011,Campfire,39.50694444,-120.08472222,CA,,,2455880.5,1142,2455880.5,1213,0.1
1457092,2011,Campfire,39.4925,-120.10916667,CA,,,2455890.5,1337,2455892.5,1031,0.1
1457093,2011,Miscellaneous,39.42055556,-121.00555556,CA,,,2455896.5,0828,2455896.5,1148,0.2
1457094,2011,Debris Burning,39.44694444,-121.07666667,CA,,,2455908.5,1457,2455908.5,1617,0.33
1457095,2011,Campfire,39.38555556,-120.15972222,CA,,,2455914.5,1328,2455914.5,1644,0.37
1457096,2011,Miscellaneous,39.70388889,-120.46277778,CA,,,2455921.5,1600,2455922.5,1347,5.3
1457097,2011,Campfire,39.17305556,-120.15388889,CA,,,2455725.5,1800,2455725.5,1920,0.1
1457098,2011,Campfire,39.2525,-120.07444444,CA,,,2455751.5,0900,2455751.5,1000,0.1
1457099,2011,Campfire,38.92944444,-120.05444444,CA,,,2455755.5,1614,2455755.5,1710,0.1
1457100,2011,Campfire,38.91694444,-119.95555556,CA,,,2455755.5,1615,2455755.5,1900,0.1
1457101,2011,Campfire,39.2525,-120.07444444,CA,,,2455756.5,0800,2455756.5,,0.1
1457102,2011,Campfire,39.25722222,-120.01222222,CA,,,2455766.5,1030,2455773.5,1050,0.1
1457103,2011,Campfire,39.25722222,-120.01222222,CA,,,2455773.5,1030,2455773.5,1050,0.1
1457104,2011,Campfire,39.22472222,-120.10638889,CA,,,2455779.5,1030,2455779.5,1045,0.1
1457105,2011,Equipment Use,38.87222222,-120.06305556,CA,,,2455781.5,1310,2455781.5,1330,0.1
1457106,2011,Campfire,39.07166667,-120.145,CA,,,2455783.5,0700,2455783.5,,0.1
1457107,2011,Campfire,38.84472222,-120.06694444,CA,,,2455787.5,1912,2455787.5,2100,0.1
1457108,2011,Smoking,39.06277778,-120.12388889,CA,,,2455791.5,1400,2455791.5,1500,0.1
1457109,2011,Miscellaneous,38.81694444,-120.19416667,CA,,,2455795.5,0200,2455795.5,,0.1
1457110,2011,Miscellaneous,38.87222222,-120.06305556,CA,,,2455803.5,0700,2455803.5,1020,0.1
1457111,2011,Miscellaneous,39.15777778,-120.15722222,CA,,,2455809.5,0930,2455809.5,1140,0.1
1457112,2011,Miscellaneous,38.935,-120.04388889,CA,,,2455811.5,1540,2455811.5,1600,0.1
1457113,2011,Campfire,39.18055556,-120.14388889,CA,,,2455815.5,1034,2455815.5,1200,0.1
1457114,2011,Lightning,38.845,-120.01083333,CA,,,2455816.5,1640,2455816.5,2200,0.25
1457115,2011,Lightning,39.23638889,-120.00916667,CA,,,2455816.5,0800,2455816.5,1700,1.0
1457116,2011,Lightning,38.87138889,-119.98472222,CA,,,2455819.5,1200,2455819.5,1430,0.1
1457118,2011,Miscellaneous,39.24305556,-120.01916667,CA,,,2455828.5,0955,2455828.5,1015,0.1
1457119,2011,Debris Burning,38.84083333,-120.06888889,CA,,,2455855.5,1400,2455855.5,1600,0.1
1457120,2011,Miscellaneous,38.90083333,-119.96638889,CA,,,2455868.5,1320,2455868.5,1354,0.1
1457121,2011,Debris Burning,39.17722222,-120.19277778,CA,,,2455877.5,1115,2455877.5,1240,0.1
1457122,2011,Miscellaneous,38.86777778,-119.99472222,CA,,,2455880.5,1230,2455880.5,1300,0.1
1457123,2011,Debris Burning,39.1375,-120.15416667,CA,,,2455883.5,0746,2455883.5,1400,4.0
1457124,2011,Miscellaneous,38.93083333,-120.05972222,CA,,,2455733.5,1720,2455733.5,2100,0.1
1457126,2011,Miscellaneous,38.89472222,-120.08222222,CA,,,2455796.5,1200,2455796.5,1340,0.1
1457127,2011,Campfire,38.87472222,-119.89083333,CA,,,2455808.5,1100,2455808.5,1800,0.1
1457128,2011,Lightning,38.75972222,-120.02472222,CA,,,2455815.5,1100,2455826.5,1130,0.1
1457129,2011,Miscellaneous,38.985,-120.11805556,CA,,,2455827.5,0745,2455827.5,1400,0.2
1457130,2011,Campfire,38.91361111,-120.13944444,CA,,,2455827.5,1300,2455827.5,2100,0.1
1457131,2011,Campfire,38.80611111,-120.03166667,CA,,,2455836.5,1706,2455836.5,1810,0.1
1457132,2011,Equipment Use,34.47694444,-118.59833333,CA,,,2455574.5,0909,2455574.5,1000,2.0
1457133,2011,Equipment Use,34.50361111,-118.62888889,CA,,,2455576.5,0829,2455576.5,,0.1
1457134,2011,Miscellaneous,34.62222222,-118.41222222,CA,,,2455581.5,1040,2455581.5,1200,0.1
1457135,2011,Equipment Use,34.43916667,-118.19333333,CA,,,2455589.5,1154,2455589.5,1245,1.5
1457136,2011,Equipment Use,34.56805556,-118.68666667,CA,,,2455596.5,1254,2455596.5,1315,0.1
1457137,2011,Miscellaneous,34.48055556,-118.38972222,CA,,,2455601.5,1338,2455601.5,1404,0.5
1457138,2011,Equipment Use,34.35166667,-118.505,CA,,,2455602.5,1552,2455602.5,1645,1.0
1457139,2011,Debris Burning,34.50777778,-118.36944444,CA,,,2455606.5,1421,2455606.5,1441,0.1
1457140,2011,Equipment Use,34.26777778,-118.13916667,CA,,,2455618.5,1327,2455618.5,1405,0.1
1457141,2011,Miscellaneous,34.35027778,-118.5075,CA,,,2455618.5,1408,2455618.5,1412,0.1
1457142,2011,Miscellaneous,34.33333333,-118.34277778,CA,,,2455620.5,1530,2455620.5,1630,0.1
1457143,2011,Miscellaneous,34.23944444,-117.85111111,CA,,,2455624.5,1100,2455624.5,1102,0.1
1457144,2011,Arson,34.56777778,-118.55888889,CA,,,2455624.5,1034,2455624.5,1500,0.5
1457145,2011,Equipment Use,34.47972222,-118.54027778,CA,,,2455634.5,1451,2455634.5,1600,0.8
1457146,2011,Miscellaneous,34.39,-117.77027778,CA,,,2455640.5,1619,2455640.5,1800,0.1
1457147,2011,Miscellaneous,34.37833333,-118.43777778,CA,,,2455649.5,1143,2455649.5,1150,0.1
1457148,2011,Equipment Use,34.76472222,-118.72305556,CA,,,2455652.5,0946,2455652.5,1000,0.1
1457149,2011,Equipment Use,34.29694444,-118.39944444,CA,,,2455654.5,1710,2455654.5,1745,0.1
1457150,2011,Equipment Use,34.60611111,-118.7125,CA,,,2455654.5,1352,2455654.5,1409,0.1
1457151,2011,Campfire,34.38388889,-117.68666667,CA,,,2455661.5,1901,2455661.5,1930,0.1
1457152,2011,Equipment Use,34.38777778,-118.095,CA,,,2455663.5,1651,2455663.5,1710,0.1
1457153,2011,Miscellaneous,34.75194444,-118.79527778,CA,,,2455667.5,1204,2455667.5,1225,0.1
1457154,2011,Miscellaneous,34.49222222,-118.285,CA,,,2455668.5,1428,2455668.5,1445,0.1
1457155,2011,Arson,34.42944444,-117.81361111,CA,,,2455669.5,0732,2455669.5,,0.1
1457156,2011,Equipment Use,34.32555556,-117.83527778,CA,,,2455673.5,1426,2455673.5,1445,0.1
1457157,2011,Equipment Use,34.47555556,-118.30527778,CA,,,2455676.5,1612,2455676.5,1630,0.1
1457158,2011,Miscellaneous,34.43611111,-118.40388889,CA,,,2455677.5,1757,2455677.5,1835,0.5
1457159,2011,Equipment Use,34.67861111,-118.77916667,CA,,,2455679.5,1453,2455679.5,1520,0.1
1457160,2011,Equipment Use,34.74611111,-118.79527778,CA,,,2455680.5,1729,2455680.5,1738,0.1
1457161,2011,Campfire,34.29777778,-117.83916667,CA,,,2455681.5,1305,2455681.5,1315,0.1
1457162,2011,Miscellaneous,34.50888889,-118.21583333,CA,,,2455681.5,1227,2455681.5,1255,1.0
1457163,2011,Miscellaneous,34.28833333,-118.29027778,CA,,,2455683.5,0250,2455683.5,,0.1
1457164,2011,Miscellaneous,34.27138889,-118.29472222,CA,,,2455683.5,1431,2455683.5,1555,0.1
1457165,2011,Equipment Use,34.63472222,-118.72777778,CA,,,2455683.5,1406,2455683.5,1530,0.8
1457166,2011,Miscellaneous,34.50638889,-118.02,CA,,,2455684.5,1318,2455684.5,1335,0.1
1457167,2011,Miscellaneous,34.46944444,-118.32027778,CA,,,2455687.5,2034,2455687.5,2100,0.5
1457168,2011,Equipment Use,34.6425,-118.37777778,CA,,,2455688.5,1328,2455688.5,1345,0.1
1457169,2011,Equipment Use,34.525,-118.28916667,CA,,,2455688.5,1447,2455688.5,1505,0.1
1457170,2011,Campfire,34.52638889,-118.38361111,CA,,,2455689.5,0931,2455689.5,,0.1
1457171,2011,Equipment Use,34.25666667,-118.36333333,CA,,,2455693.5,1318,2455693.5,1700,2.0
1457172,2011,Equipment Use,34.61138889,-118.43777778,CA,,,2455693.5,1617,2455693.5,1630,0.1
1457173,2011,Debris Burning,34.77444444,-118.6,CA,,,2455695.5,1357,2455695.5,1530,4.0
1457174,2011,Equipment Use,34.20194444,-118.16722222,CA,,,2455697.5,1244,2455697.5,1305,5.0
1457175,2011,Debris Burning,34.52638889,-118.38361111,CA,,,2455697.5,0904,2455697.5,1015,0.1
1457176,2011,Miscellaneous,34.50555556,-118.37194444,CA,,,2455700.5,1813,2455700.5,1840,0.1
1457177,2011,Equipment Use,34.76944444,-118.80277778,CA,,,2455700.5,0951,2455700.5,1030,0.25
1457178,2011,Miscellaneous,34.56916667,-118.68833333,CA,,,2455702.5,2008,2455702.5,2025,0.1
1457179,2011,Arson,34.43611111,-117.76777778,CA,,,2455703.5,1639,2455703.5,1730,0.2
1457180,2011,Equipment Use,34.57416667,-118.69527778,CA,,,2455703.5,1702,2455703.5,1730,0.1
1457181,2011,Miscellaneous,34.50361111,-118.33611111,CA,,,2455706.5,1953,2455706.5,2010,0.25
1457182,2011,Equipment Use,34.45666667,-118.34944444,CA,,,2455709.5,2146,2455709.5,2250,1.6
1457183,2011,Equipment Use,34.775,-118.5675,CA,,,2455709.5,1528,2455709.5,1700,229.0
1457184,2011,Miscellaneous,34.61027778,-118.7125,CA,,,2455710.5,1721,2455710.5,1747,0.1
1457185,2011,Miscellaneous,34.56055556,-118.67944444,CA,,,2455712.5,2253,2455712.5,2320,0.1
1457186,2011,Equipment Use,34.70861111,-118.79527778,CA,,,2455713.5,1410,2455713.5,1412,0.1
1457187,2011,Miscellaneous,34.24666667,-117.8375,CA,,,2455715.5,1252,2455715.5,1800,3.0
1457188,2011,Miscellaneous,34.31527778,-118.40138889,CA,,,2455719.5,1259,2455719.5,1305,0.1
1457189,2011,Miscellaneous,34.42944444,-118.40083333,CA,,,2455721.5,1642,2455721.5,1700,0.25
1457190,2011,Campfire,34.42388889,-118.54222222,CA,,,2455725.5,1656,2455725.5,1730,1.5
1457191,2011,Miscellaneous,34.14833333,-117.91555556,CA,,,2455726.5,1326,2455726.5,1339,0.1
1457192,2011,Miscellaneous,34.38472222,-118.48416667,CA,,,2455726.5,0952,2455726.5,1015,0.1
1457193,2011,Miscellaneous,34.34972222,-118.01055556,CA,,,2455731.5,1438,2455731.5,1510,1.0
1457194,2011,Equipment Use,34.66305556,-118.75888889,CA,,,2455731.5,1244,2455731.5,1330,0.5
1457195,2011,Arson,34.37666667,-117.68583333,CA,,,2455732.5,1539,2455732.5,1558,0.3
1457196,2011,Equipment Use,34.22555556,-117.75805556,CA,,,2455735.5,0032,2455735.5,,0.5
1457197,2011,Equipment Use,34.48361111,-118.25083333,CA,,,2455735.5,1100,2455735.5,1400,52.0
1457198,2011,Equipment Use,34.57,-118.68694444,CA,,,2455738.5,0944,2455738.5,1001,0.1
1457199,2011,Equipment Use,34.46638889,-118.47222222,CA,,,2455739.5,1625,2455739.5,1650,0.5
1457200,2011,Arson,34.28611111,-117.84333333,CA,,,2455740.5,0821,2455740.5,1145,1.0
1457201,2011,Miscellaneous,34.26,-118.33166667,CA,,,2455744.5,1342,2455744.5,1500,0.1
1457202,2011,Equipment Use,34.32472222,-118.49861111,CA,,,2455744.5,1412,2455744.5,1500,0.1
1457203,2011,Miscellaneous,34.23472222,-117.84611111,CA,,,2455744.5,1128,2455744.5,1245,0.25
1457204,2011,Miscellaneous,34.26861111,-118.36888889,CA,,,2455745.5,1645,2455745.5,1730,0.1
1457205,2011,Miscellaneous,34.24055556,-117.85166667,CA,,,2455745.5,1432,2455745.5,1746,0.5
1457206,2011,Miscellaneous,34.57777778,-118.19916667,CA,,,2455745.5,2057,2455745.5,2130,0.5
1457207,2011,Equipment Use,34.38194444,-118.48916667,CA,,,2455748.5,1420,2455748.5,1625,1.0
1457208,2011,Equipment Use,34.58083333,-118.70361111,CA,,,2455749.5,1807,2455749.5,1820,0.1
1457209,2011,Lightning,34.43222222,-117.79055556,CA,,,2455749.5,1452,2455749.5,1800,1.5
1457210,2011,Equipment Use,34.61111111,-118.71166667,CA,,,2455750.5,0958,2455750.5,1011,0.1
1457211,2011,Equipment Use,34.54861111,-118.66638889,CA,,,2455751.5,0210,2455751.5,,0.1
1457212,2011,Equipment Use,34.46444444,-118.33,CA,,,2455751.5,1449,2455751.5,1800,32.5
1457213,2011,Miscellaneous,34.2475,-117.84277778,CA,,,2455752.5,1142,2455752.5,1830,1.0
1457214,2011,Equipment Use,34.22694444,-117.73555556,CA,,,2455752.5,2140,2455753.5,0015,0.5
1457215,2011,Campfire,34.29527778,-118.28611111,CA,,,2455753.5,1635,2455753.5,1655,0.1
1457216,2011,Miscellaneous,34.26861111,-118.40055556,CA,,,2455753.5,1018,2455753.5,1100,0.1
1457217,2011,Equipment Use,34.17666667,-118.03194444,CA,,,2455758.5,1137,2455758.5,1220,0.1
1457218,2011,Campfire,34.39194444,-117.72583333,CA,,,2455758.5,2242,2455759.5,,0.1
1457219,2011,Miscellaneous,34.22305556,-117.85027778,CA,,,2455761.5,1144,2455761.5,1150,0.1
1457220,2011,Campfire,34.25611111,-117.61888889,CA,,,2455764.5,1312,2455764.5,1630,0.1
1457221,2011,Miscellaneous,34.29527778,-118.35722222,CA,,,2455765.5,0908,2455765.5,,0.1
1457222,2011,Equipment Use,34.255,-118.32583333,CA,,,2455766.5,1651,2455766.5,1730,0.5
1457223,2011,Equipment Use,34.54333333,-118.66138889,CA,,,2455767.5,1603,2455767.5,1621,0.1
1457224,2011,Equipment Use,34.66583333,-118.765,CA,,,2455770.5,1236,2455770.5,1255,0.1
1457225,2011,Miscellaneous,34.44555556,-118.21,CA,,,2455771.5,1834,2455771.5,1909,2.0
1457226,2011,Lightning,34.33805556,-117.70888889,CA,,,2455772.5,1740,2455773.5,1230,0.6
1457227,2011,Lightning,34.43388889,-117.71527778,CA,,,2455772.5,1315,2455772.5,1330,0.1
1457228,2011,Equipment Use,34.49611111,-118.625,CA,,,2455772.5,0501,2455772.5,,0.1
1457229,2011,Lightning,34.46861111,-118.01833333,CA,,,2455772.5,1326,2455772.5,1408,2.25
1457230,2011,Lightning,34.48333333,-117.97555556,CA,,,2455773.5,1223,2455773.5,1550,15.1
1457231,2011,Miscellaneous,34.205,-118.12888889,CA,,,2455774.5,0450,2455774.5,,0.5
1457232,2011,Arson,34.27833333,-118.35472222,CA,,,2455778.5,1449,2455778.5,1545,5.0
1457233,2011,Equipment Use,34.63305556,-118.73305556,CA,,,2455780.5,1502,2455780.5,1520,0.1
1457234,2011,Equipment Use,34.49805556,-118.22138889,CA,,,2455780.5,1301,2455780.5,1320,1.0
1457235,2011,Miscellaneous,34.51694444,-118.10277778,CA,,,2455781.5,1705,2455781.5,1740,23.8
1457236,2011,Miscellaneous,34.45333333,-118.60166667,CA,,,2455784.5,1243,2455784.5,1350,2.0
1457237,2011,Equipment Use,34.29777778,-118.18083333,CA,,,2455785.5,1352,2455785.5,1452,0.1
1457238,2011,Equipment Use,34.43444444,-118.38111111,CA,,,2455785.5,1520,2455785.5,1540,0.5
1457239,2011,Equipment Use,34.38555556,-118.48361111,CA,,,2455786.5,1817,2455786.5,1837,0.25
1457240,2011,Campfire,34.1525,-117.87777778,CA,,,2455787.5,1407,2455787.5,1425,0.1
1457241,2011,Campfire,34.29277778,-117.84,CA,,,2455788.5,1158,2455788.5,1220,0.1
1457242,2011,Miscellaneous,34.23805556,-117.82611111,CA,,,2455788.5,2000,2455788.5,2150,0.5
1457243,2011,Arson,34.35138889,-118.51388889,CA,,,2455791.5,1331,2455791.5,1340,2.0
1457244,2011,Arson,34.44138889,-117.66444444,CA,,,2455792.5,0653,2455792.5,,0.5
1457245,2011,Miscellaneous,34.29388889,-118.38638889,CA,,,2455795.5,1940,2455795.5,2040,0.1
1457246,2011,Equipment Use,34.63444444,-118.73611111,CA,,,2455796.5,0353,2455796.5,,1.0
1457247,2011,Equipment Use,34.47722222,-118.30194444,CA,,,2455797.5,1439,2455797.5,1455,0.1
1457248,2011,Equipment Use,34.23666667,-117.66,CA,,,2455798.5,1438,2455798.5,1500,0.1
1457249,2011,Equipment Use,34.49361111,-118.62138889,CA,,,2455798.5,1133,2455798.5,1145,0.1
1457250,2011,Equipment Use,34.71722222,-118.79888889,CA,,,2455800.5,0854,2455800.5,,0.5
1457251,2011,Equipment Use,34.635,-118.73944444,CA,,,2455800.5,0915,2455800.5,,0.5
1457252,2011,Lightning,34.44305556,-117.66222222,CA,,,2455800.5,1405,2455800.5,1930,375.0
1457253,2011,Miscellaneous,34.44722222,-118.21027778,CA,,,2455801.5,1652,2455801.5,1715,0.1
1457254,2011,Equipment Use,34.49777778,-118.26944444,CA,,,2455801.5,1624,2455801.5,1650,3.0
1457255,2011,Arson,34.32277778,-118.49805556,CA,,,2455803.5,1645,2455803.5,1710,0.25
1457256,2011,Equipment Use,34.49888889,-118.22666667,CA,,,2455805.5,1328,2455805.5,1340,0.1
1457257,2011,Campfire,34.29222222,-117.84,CA,,,2455808.5,2149,2455808.5,2210,0.1
1457258,2011,Equipment Use,34.50083333,-118.2575,CA,,,2455808.5,1240,2455808.5,1300,0.2
1457259,2011,Equipment Use,34.25583333,-118.32611111,CA,,,2455810.5,1731,2455810.5,1741,0.1
1457260,2011,Equipment Use,34.56916667,-118.68777778,CA,,,2455813.5,1428,2455813.5,1445,0.1
1457261,2011,Campfire,34.39222222,-117.72805556,CA,,,2455815.5,1552,2455815.5,1615,0.1
1457262,2011,Lightning,34.69833333,-118.73361111,CA,,,2455817.5,1533,2455817.5,1600,0.1
1457263,2011,Lightning,34.34833333,-118.08027778,CA,,,2455818.5,1746,2455818.5,1945,0.1
1457264,2011,Lightning,34.345,-118.07472222,CA,,,2455818.5,2040,2455818.5,2100,0.5
1457265,2011,Equipment Use,34.49722222,-118.27361111,CA,,,2455819.5,1024,2455819.5,1050,0.1
1457266,2011,Campfire,34.54916667,-118.32805556,CA,,,2455821.5,0803,2455821.5,1800,634.0
1457267,2011,Miscellaneous,34.72944444,-118.79833333,CA,,,2455823.5,1123,2455823.5,1150,2.0
1457268,2011,Equipment Use,34.67111111,-118.76611111,CA,,,2455830.5,1158,2455830.5,1215,0.1
1457269,2011,Equipment Use,34.55444444,-118.67111111,CA,,,2455831.5,1528,2455831.5,1545,26.0
1457270,2011,Equipment Use,34.49388889,-118.27833333,CA,,,2455835.5,2122,2455835.5,2150,0.25
1457271,2011,Equipment Use,34.59666667,-118.71361111,CA,,,2455835.5,0351,2455835.5,,0.25
1457272,2011,Equipment Use,34.48888889,-118.16388889,CA,,,2455835.5,1235,2455835.5,1245,0.25
1457273,2011,Equipment Use,34.25194444,-118.32305556,CA,,,2455836.5,1217,2455836.5,1300,1.5
1457274,2011,Equipment Use,34.28222222,-118.21333333,CA,,,2455840.5,0829,2455840.5,1002,0.1
1457275,2011,Campfire,34.32611111,-118.0075,CA,,,2455843.5,1815,2455843.5,1856,0.1
1457276,2011,Equipment Use,34.53444444,-118.65194444,CA,,,2455843.5,0951,2455843.5,,0.1
1457277,2011,Equipment Use,34.5625,-118.68305556,CA,,,2455847.5,1343,2455847.5,1500,0.1
1457278,2011,Equipment Use,34.49027778,-118.28555556,CA,,,2455848.5,1526,2455848.5,1545,0.1
1457279,2011,Miscellaneous,34.6125,-118.71305556,CA,,,2455848.5,1340,2455848.5,1405,0.5
1457280,2011,Children,34.51361111,-118.23833333,CA,,,2455849.5,1257,2455849.5,1320,0.1
1457281,2011,Equipment Use,34.57333333,-118.69083333,CA,,,2455851.5,1425,2455851.5,1440,0.1
1457282,2011,Equipment Use,34.28722222,-118.39138889,CA,,,2455856.5,1414,2455856.5,1547,8.0
1457283,2011,Miscellaneous,34.34944444,-117.99555556,CA,,,2455860.5,1358,2455860.5,1615,0.2
1457284,2011,Equipment Use,34.49722222,-118.27305556,CA,,,2455861.5,1117,2455861.5,1135,0.25
1457285,2011,Equipment Use,34.63138889,-118.72611111,CA,,,2455861.5,2206,2455861.5,2230,0.1
1457286,2011,Equipment Use,34.56055556,-118.35527778,CA,,,2455863.5,1356,2455863.5,1557,1.6
1457287,2011,Equipment Use,34.51055556,-118.63027778,CA,,,2455865.5,1512,2455865.5,1535,0.25
1457288,2011,Miscellaneous,34.29166667,-118.40027778,CA,,,2455866.5,2332,2455867.5,,0.2
1457289,2011,Campfire,34.27472222,-118.36833333,CA,,,2455866.5,2036,2455866.5,2150,2.0
1457290,2011,Arson,34.26,-118.38694444,CA,,,2455867.5,1331,2455867.5,1500,2.0
1457291,2011,Miscellaneous,34.55777778,-118.67638889,CA,,,2455874.5,2323,2455874.5,2350,3.0
1457292,2011,Equipment Use,34.50277778,-118.23888889,CA,,,2455874.5,1206,2455874.5,1225,1.0
1457293,2011,Equipment Use,34.63333333,-118.39194444,CA,,,2455878.5,1203,2455878.5,1205,0.1
1457294,2011,Equipment Use,34.15916667,-117.84888889,CA,,,2455882.5,1311,2455882.5,1340,0.25
1457295,2011,Miscellaneous,34.20138889,-117.85333333,CA,,,2455885.5,0712,2455885.5,1530,0.1
1457296,2011,Debris Burning,34.5775,-118.68194444,CA,,,2455889.5,1101,2455889.5,1115,0.1
1457297,2011,Lightning,34.285,-117.64916667,CA,,,2455891.5,1054,2455891.5,1630,0.1
1457298,2011,Equipment Use,34.735,-118.60277778,CA,,,2455897.5,0217,2455897.5,,0.1
1457299,2011,Miscellaneous,34.20416667,-118.12972222,CA,,,2455911.5,0833,2455911.5,,0.1
